image_path,label
fashion_mnist/train/3/70.png,Dress
fashion_mnist/train/1/71.png,Trouser
fashion_mnist/train/6/72.png,Shirt
fashion_mnist/train/3/73.png,Dress
fashion_mnist/train/1/74.png,Trouser
fashion_mnist/train/4/75.png,Coat
fashion_mnist/train/4/76.png,Coat
fashion_mnist/train/6/77.png,Shirt
fashion_mnist/train/1/78.png,Trouser
fashion_mnist/train/9/79.png,Ankle boot
fashion_mnist/train/1/80.png,Trouser
fashion_mnist/train/3/81.png,Dress
fashion_mnist/train/5/82.png,Sandal
fashion_mnist/train/7/83.png,Sneaker
fashion_mnist/train/9/84.png,Ankle boot
fashion_mnist/train/7/85.png,Sneaker
fashion_mnist/train/1/86.png,Trouser
fashion_mnist/train/7/87.png,Sneaker
fashion_mnist/train/9/88.png,Ankle boot
fashion_mnist/train/9/89.png,Ankle boot
fashion_mnist/train/9/90.png,Ankle boot
fashion_mnist/train/3/91.png,Dress
fashion_mnist/train/2/92.png,Pullover
fashion_mnist/train/9/93.png,Ankle boot
fashion_mnist/train/3/94.png,Dress
fashion_mnist/train/6/95.png,Shirt
fashion_mnist/train/4/96.png,Coat
fashion_mnist/train/1/97.png,Trouser
fashion_mnist/train/1/98.png,Trouser
fashion_mnist/train/8/99.png,Bag
fashion_mnist/train/8/100.png,Bag
fashion_mnist/train/0/101.png,T-shirt/top
fashion_mnist/train/1/102.png,Trouser
fashion_mnist/train/1/103.png,Trouser
fashion_mnist/train/6/104.png,Shirt
fashion_mnist/train/8/105.png,Bag
fashion_mnist/train/1/106.png,Trouser
fashion_mnist/train/9/107.png,Ankle boot
fashion_mnist/train/7/108.png,Sneaker
fashion_mnist/train/8/109.png,Bag
fashion_mnist/train/8/110.png,Bag
fashion_mnist/train/9/111.png,Ankle boot
fashion_mnist/train/6/112.png,Shirt
fashion_mnist/train/6/113.png,Shirt
fashion_mnist/train/3/114.png,Dress
fashion_mnist/train/1/115.png,Trouser
fashion_mnist/train/5/116.png,Sandal
fashion_mnist/train/4/117.png,Coat
fashion_mnist/train/6/118.png,Shirt
fashion_mnist/train/7/119.png,Sneaker
fashion_mnist/train/5/120.png,Sandal
fashion_mnist/train/5/121.png,Sandal
fashion_mnist/train/9/122.png,Ankle boot
fashion_mnist/train/2/123.png,Pullover
fashion_mnist/train/2/124.png,Pullover
fashion_mnist/train/2/125.png,Pullover
fashion_mnist/train/7/126.png,Sneaker
fashion_mnist/train/6/127.png,Shirt
fashion_mnist/train/4/128.png,Coat
fashion_mnist/train/1/129.png,Trouser
fashion_mnist/train/8/130.png,Bag
fashion_mnist/train/7/131.png,Sneaker
fashion_mnist/train/7/132.png,Sneaker
fashion_mnist/train/5/133.png,Sandal
fashion_mnist/train/4/134.png,Coat
fashion_mnist/train/2/135.png,Pullover
fashion_mnist/train/9/136.png,Ankle boot
fashion_mnist/train/1/137.png,Trouser
fashion_mnist/train/7/138.png,Sneaker
fashion_mnist/train/4/139.png,Coat
fashion_mnist/train/6/140.png,Shirt
fashion_mnist/train/9/141.png,Ankle boot
fashion_mnist/train/7/142.png,Sneaker
fashion_mnist/train/1/143.png,Trouser
fashion_mnist/train/8/144.png,Bag
fashion_mnist/train/7/145.png,Sneaker
fashion_mnist/train/1/146.png,Trouser
fashion_mnist/train/2/147.png,Pullover
fashion_mnist/train/8/148.png,Bag
fashion_mnist/train/0/149.png,T-shirt/top
fashion_mnist/train/9/150.png,Ankle boot
fashion_mnist/train/1/151.png,Trouser
fashion_mnist/train/8/152.png,Bag
fashion_mnist/train/7/153.png,Sneaker
fashion_mnist/train/0/154.png,T-shirt/top
fashion_mnist/train/5/155.png,Sandal
fashion_mnist/train/8/156.png,Bag
fashion_mnist/train/6/157.png,Shirt
fashion_mnist/train/7/158.png,Sneaker
fashion_mnist/train/2/159.png,Pullover
fashion_mnist/train/0/160.png,T-shirt/top
fashion_mnist/train/8/161.png,Bag
fashion_mnist/train/7/162.png,Sneaker
fashion_mnist/train/1/163.png,Trouser
fashion_mnist/train/6/164.png,Shirt
fashion_mnist/train/2/165.png,Pullover
fashion_mnist/train/1/166.png,Trouser
fashion_mnist/train/9/167.png,Ankle boot
fashion_mnist/train/6/168.png,Shirt
fashion_mnist/train/0/169.png,T-shirt/top
fashion_mnist/train/1/170.png,Trouser
fashion_mnist/train/0/171.png,T-shirt/top
fashion_mnist/train/5/172.png,Sandal
fashion_mnist/train/5/173.png,Sandal
fashion_mnist/train/1/174.png,Trouser
fashion_mnist/train/7/175.png,Sneaker
fashion_mnist/train/0/176.png,T-shirt/top
fashion_mnist/train/5/177.png,Sandal
fashion_mnist/train/8/178.png,Bag
fashion_mnist/train/4/179.png,Coat
fashion_mnist/train/0/180.png,T-shirt/top
fashion_mnist/train/4/181.png,Coat
fashion_mnist/train/0/182.png,T-shirt/top
fashion_mnist/train/6/183.png,Shirt
fashion_mnist/train/6/184.png,Shirt
fashion_mnist/train/4/185.png,Coat
fashion_mnist/train/0/186.png,T-shirt/top
fashion_mnist/train/0/187.png,T-shirt/top
fashion_mnist/train/4/188.png,Coat
fashion_mnist/train/7/189.png,Sneaker
fashion_mnist/train/3/190.png,Dress
fashion_mnist/train/0/191.png,T-shirt/top
fashion_mnist/train/5/192.png,Sandal
fashion_mnist/train/8/193.png,Bag
fashion_mnist/train/4/194.png,Coat
fashion_mnist/train/1/195.png,Trouser
fashion_mnist/train/1/196.png,Trouser
fashion_mnist/train/2/197.png,Pullover
fashion_mnist/train/9/198.png,Ankle boot
fashion_mnist/train/2/199.png,Pullover
fashion_mnist/train/8/200.png,Bag
fashion_mnist/train/5/201.png,Sandal
fashion_mnist/train/0/202.png,T-shirt/top
fashion_mnist/train/6/203.png,Shirt
fashion_mnist/train/3/204.png,Dress
fashion_mnist/train/4/205.png,Coat
fashion_mnist/train/6/206.png,Shirt
fashion_mnist/train/0/207.png,T-shirt/top
fashion_mnist/train/9/208.png,Ankle boot
fashion_mnist/train/1/209.png,Trouser
fashion_mnist/train/7/210.png,Sneaker
fashion_mnist/train/3/211.png,Dress
fashion_mnist/train/8/212.png,Bag
fashion_mnist/train/5/213.png,Sandal
fashion_mnist/train/8/214.png,Bag
fashion_mnist/train/3/215.png,Dress
fashion_mnist/train/8/216.png,Bag
fashion_mnist/train/5/217.png,Sandal
fashion_mnist/train/2/218.png,Pullover
fashion_mnist/train/0/219.png,T-shirt/top
fashion_mnist/train/8/220.png,Bag
fashion_mnist/train/7/221.png,Sneaker
fashion_mnist/train/0/222.png,T-shirt/top
fashion_mnist/train/3/223.png,Dress
fashion_mnist/train/5/224.png,Sandal
fashion_mnist/train/0/225.png,T-shirt/top
fashion_mnist/train/6/226.png,Shirt
fashion_mnist/train/5/227.png,Sandal
fashion_mnist/train/2/228.png,Pullover
fashion_mnist/train/7/229.png,Sneaker
fashion_mnist/train/5/230.png,Sandal
fashion_mnist/train/2/231.png,Pullover
fashion_mnist/train/6/232.png,Shirt
fashion_mnist/train/8/233.png,Bag
fashion_mnist/train/2/234.png,Pullover
fashion_mnist/train/6/235.png,Shirt
fashion_mnist/train/8/236.png,Bag
fashion_mnist/train/0/237.png,T-shirt/top
fashion_mnist/train/4/238.png,Coat
fashion_mnist/train/4/239.png,Coat
fashion_mnist/train/4/240.png,Coat
fashion_mnist/train/4/241.png,Coat
fashion_mnist/train/4/242.png,Coat
fashion_mnist/train/1/243.png,Trouser
fashion_mnist/train/5/244.png,Sandal
fashion_mnist/train/6/245.png,Shirt
fashion_mnist/train/5/246.png,Sandal
fashion_mnist/train/3/247.png,Dress
fashion_mnist/train/3/248.png,Dress
fashion_mnist/train/7/249.png,Sneaker
fashion_mnist/train/3/250.png,Dress
fashion_mnist/train/3/251.png,Dress
fashion_mnist/train/6/252.png,Shirt
fashion_mnist/train/2/253.png,Pullover
fashion_mnist/train/8/254.png,Bag
fashion_mnist/train/4/255.png,Coat
fashion_mnist/train/6/256.png,Shirt
fashion_mnist/train/5/257.png,Sandal
fashion_mnist/train/9/258.png,Ankle boot
fashion_mnist/train/3/259.png,Dress
fashion_mnist/train/2/260.png,Pullover
fashion_mnist/train/3/261.png,Dress
fashion_mnist/train/2/262.png,Pullover
fashion_mnist/train/4/263.png,Coat
fashion_mnist/train/4/264.png,Coat
fashion_mnist/train/8/265.png,Bag
fashion_mnist/train/2/266.png,Pullover
fashion_mnist/train/5/267.png,Sandal
fashion_mnist/train/3/268.png,Dress
fashion_mnist/train/0/269.png,T-shirt/top
fashion_mnist/train/7/270.png,Sneaker
fashion_mnist/train/2/271.png,Pullover
fashion_mnist/train/0/272.png,T-shirt/top
fashion_mnist/train/2/273.png,Pullover
fashion_mnist/train/5/274.png,Sandal
fashion_mnist/train/7/275.png,Sneaker
fashion_mnist/train/2/276.png,Pullover
fashion_mnist/train/3/277.png,Dress
fashion_mnist/train/1/278.png,Trouser
fashion_mnist/train/7/279.png,Sneaker
fashion_mnist/train/6/280.png,Shirt
fashion_mnist/train/2/281.png,Pullover
fashion_mnist/train/9/282.png,Ankle boot
fashion_mnist/train/1/283.png,Trouser
fashion_mnist/train/9/284.png,Ankle boot
fashion_mnist/train/1/285.png,Trouser
fashion_mnist/train/1/286.png,Trouser
fashion_mnist/train/8/287.png,Bag
fashion_mnist/train/7/288.png,Sneaker
fashion_mnist/train/8/289.png,Bag
fashion_mnist/train/4/290.png,Coat
fashion_mnist/train/2/291.png,Pullover
fashion_mnist/train/6/292.png,Shirt
fashion_mnist/train/6/293.png,Shirt
fashion_mnist/train/7/294.png,Sneaker
fashion_mnist/train/9/295.png,Ankle boot
fashion_mnist/train/4/296.png,Coat
fashion_mnist/train/6/297.png,Shirt
fashion_mnist/train/1/298.png,Trouser
fashion_mnist/train/9/299.png,Ankle boot
fashion_mnist/train/5/300.png,Sandal
fashion_mnist/train/6/301.png,Shirt
fashion_mnist/train/0/302.png,T-shirt/top
fashion_mnist/train/5/303.png,Sandal
fashion_mnist/train/0/304.png,T-shirt/top
fashion_mnist/train/1/305.png,Trouser
fashion_mnist/train/6/306.png,Shirt
fashion_mnist/train/1/307.png,Trouser
fashion_mnist/train/1/308.png,Trouser
fashion_mnist/train/6/309.png,Shirt
fashion_mnist/train/7/310.png,Sneaker
fashion_mnist/train/4/311.png,Coat
fashion_mnist/train/4/312.png,Coat
fashion_mnist/train/8/313.png,Bag
fashion_mnist/train/6/314.png,Shirt
fashion_mnist/train/4/315.png,Coat
fashion_mnist/train/6/316.png,Shirt
fashion_mnist/train/9/317.png,Ankle boot
fashion_mnist/train/3/318.png,Dress
fashion_mnist/train/7/319.png,Sneaker
fashion_mnist/train/5/320.png,Sandal
fashion_mnist/train/0/321.png,T-shirt/top
fashion_mnist/train/8/322.png,Bag
fashion_mnist/train/3/323.png,Dress
fashion_mnist/train/4/324.png,Coat
fashion_mnist/train/0/325.png,T-shirt/top
fashion_mnist/train/3/326.png,Dress
fashion_mnist/train/3/327.png,Dress
fashion_mnist/train/2/328.png,Pullover
fashion_mnist/train/0/329.png,T-shirt/top
fashion_mnist/train/1/330.png,Trouser
fashion_mnist/train/0/331.png,T-shirt/top
fashion_mnist/train/3/332.png,Dress
fashion_mnist/train/8/333.png,Bag
fashion_mnist/train/3/334.png,Dress
fashion_mnist/train/9/335.png,Ankle boot
fashion_mnist/train/1/336.png,Trouser
fashion_mnist/train/9/337.png,Ankle boot
fashion_mnist/train/0/338.png,T-shirt/top
fashion_mnist/train/4/339.png,Coat
fashion_mnist/train/7/340.png,Sneaker
fashion_mnist/train/7/341.png,Sneaker
fashion_mnist/train/8/342.png,Bag
fashion_mnist/train/5/343.png,Sandal
fashion_mnist/train/6/344.png,Shirt
fashion_mnist/train/5/345.png,Sandal
fashion_mnist/train/6/346.png,Shirt
fashion_mnist/train/8/347.png,Bag
fashion_mnist/train/2/348.png,Pullover
fashion_mnist/train/5/349.png,Sandal
fashion_mnist/train/2/350.png,Pullover
fashion_mnist/train/3/351.png,Dress
fashion_mnist/train/1/352.png,Trouser
fashion_mnist/train/6/353.png,Shirt
fashion_mnist/train/0/354.png,T-shirt/top
fashion_mnist/train/7/355.png,Sneaker
fashion_mnist/train/8/356.png,Bag
fashion_mnist/train/7/357.png,Sneaker
fashion_mnist/train/8/358.png,Bag
fashion_mnist/train/1/359.png,Trouser
fashion_mnist/train/9/360.png,Ankle boot
fashion_mnist/train/6/361.png,Shirt
fashion_mnist/train/4/362.png,Coat
fashion_mnist/train/5/363.png,Sandal
fashion_mnist/train/7/364.png,Sneaker
fashion_mnist/train/1/365.png,Trouser
fashion_mnist/train/7/366.png,Sneaker
fashion_mnist/train/6/367.png,Shirt
fashion_mnist/train/6/368.png,Shirt
fashion_mnist/train/7/369.png,Sneaker
fashion_mnist/train/3/370.png,Dress
fashion_mnist/train/5/371.png,Sandal
fashion_mnist/train/8/372.png,Bag
fashion_mnist/train/7/373.png,Sneaker
fashion_mnist/train/3/374.png,Dress
fashion_mnist/train/3/375.png,Dress
fashion_mnist/train/9/376.png,Ankle boot
fashion_mnist/train/0/377.png,T-shirt/top
fashion_mnist/train/3/378.png,Dress
fashion_mnist/train/1/379.png,Trouser
fashion_mnist/train/6/380.png,Shirt
fashion_mnist/train/4/381.png,Coat
fashion_mnist/train/7/382.png,Sneaker
fashion_mnist/train/0/383.png,T-shirt/top
fashion_mnist/train/5/384.png,Sandal
fashion_mnist/train/1/385.png,Trouser
fashion_mnist/train/5/386.png,Sandal
fashion_mnist/train/4/387.png,Coat
fashion_mnist/train/4/388.png,Coat
fashion_mnist/train/5/389.png,Sandal
fashion_mnist/train/9/390.png,Ankle boot
fashion_mnist/train/1/391.png,Trouser
fashion_mnist/train/0/392.png,T-shirt/top
fashion_mnist/train/5/393.png,Sandal
fashion_mnist/train/8/394.png,Bag
fashion_mnist/train/3/395.png,Dress
fashion_mnist/train/4/396.png,Coat
fashion_mnist/train/4/397.png,Coat
fashion_mnist/train/2/398.png,Pullover
fashion_mnist/train/4/399.png,Coat
fashion_mnist/train/2/400.png,Pullover
fashion_mnist/train/5/401.png,Sandal
fashion_mnist/train/6/402.png,Shirt
fashion_mnist/train/7/403.png,Sneaker
fashion_mnist/train/2/404.png,Pullover
fashion_mnist/train/2/405.png,Pullover
fashion_mnist/train/5/406.png,Sandal
fashion_mnist/train/3/407.png,Dress
fashion_mnist/train/8/408.png,Bag
fashion_mnist/train/8/409.png,Bag
fashion_mnist/train/6/410.png,Shirt
fashion_mnist/train/8/411.png,Bag
fashion_mnist/train/4/412.png,Coat
fashion_mnist/train/4/413.png,Coat
fashion_mnist/train/1/414.png,Trouser
fashion_mnist/train/0/415.png,T-shirt/top
fashion_mnist/train/2/416.png,Pullover
fashion_mnist/train/7/417.png,Sneaker
fashion_mnist/train/1/418.png,Trouser
fashion_mnist/train/1/419.png,Trouser
fashion_mnist/train/8/420.png,Bag
fashion_mnist/train/8/421.png,Bag
fashion_mnist/train/2/422.png,Pullover
fashion_mnist/train/7/423.png,Sneaker
fashion_mnist/train/9/424.png,Ankle boot
fashion_mnist/train/7/425.png,Sneaker
fashion_mnist/train/4/426.png,Coat
fashion_mnist/train/1/427.png,Trouser
fashion_mnist/train/2/428.png,Pullover
fashion_mnist/train/0/429.png,T-shirt/top
fashion_mnist/train/8/430.png,Bag
fashion_mnist/train/9/431.png,Ankle boot
fashion_mnist/train/1/432.png,Trouser
fashion_mnist/train/4/433.png,Coat
fashion_mnist/train/9/434.png,Ankle boot
fashion_mnist/train/5/435.png,Sandal
fashion_mnist/train/6/436.png,Shirt
fashion_mnist/train/7/437.png,Sneaker
fashion_mnist/train/0/438.png,T-shirt/top
fashion_mnist/train/3/439.png,Dress
fashion_mnist/train/2/440.png,Pullover
fashion_mnist/train/0/441.png,T-shirt/top
fashion_mnist/train/4/442.png,Coat
fashion_mnist/train/1/443.png,Trouser
fashion_mnist/train/0/444.png,T-shirt/top
fashion_mnist/train/0/445.png,T-shirt/top
fashion_mnist/train/8/446.png,Bag
fashion_mnist/train/7/447.png,Sneaker
fashion_mnist/train/0/448.png,T-shirt/top
fashion_mnist/train/2/449.png,Pullover
fashion_mnist/train/9/450.png,Ankle boot
fashion_mnist/train/9/451.png,Ankle boot
fashion_mnist/train/1/452.png,Trouser
fashion_mnist/train/3/453.png,Dress
fashion_mnist/train/8/454.png,Bag
fashion_mnist/train/3/455.png,Dress
fashion_mnist/train/1/456.png,Trouser
fashion_mnist/train/4/457.png,Coat
fashion_mnist/train/8/458.png,Bag
fashion_mnist/train/5/459.png,Sandal
fashion_mnist/train/1/460.png,Trouser
fashion_mnist/train/8/461.png,Bag
fashion_mnist/train/2/462.png,Pullover
fashion_mnist/train/4/463.png,Coat
fashion_mnist/train/4/464.png,Coat
fashion_mnist/train/9/465.png,Ankle boot
fashion_mnist/train/5/466.png,Sandal
fashion_mnist/train/5/467.png,Sandal
fashion_mnist/train/4/468.png,Coat
fashion_mnist/train/5/469.png,Sandal
fashion_mnist/train/6/470.png,Shirt
fashion_mnist/train/3/471.png,Dress
fashion_mnist/train/7/472.png,Sneaker
fashion_mnist/train/4/473.png,Coat
fashion_mnist/train/9/474.png,Ankle boot
fashion_mnist/train/5/475.png,Sandal
fashion_mnist/train/8/476.png,Bag
fashion_mnist/train/9/477.png,Ankle boot
fashion_mnist/train/3/478.png,Dress
fashion_mnist/train/9/479.png,Ankle boot
fashion_mnist/train/6/480.png,Shirt
fashion_mnist/train/4/481.png,Coat
fashion_mnist/train/7/482.png,Sneaker
fashion_mnist/train/2/483.png,Pullover
fashion_mnist/train/2/484.png,Pullover
fashion_mnist/train/6/485.png,Shirt
fashion_mnist/train/4/486.png,Coat
fashion_mnist/train/8/487.png,Bag
fashion_mnist/train/3/488.png,Dress
fashion_mnist/train/0/489.png,T-shirt/top
fashion_mnist/train/2/490.png,Pullover
fashion_mnist/train/8/491.png,Bag
fashion_mnist/train/9/492.png,Ankle boot
fashion_mnist/train/0/493.png,T-shirt/top
fashion_mnist/train/8/494.png,Bag
fashion_mnist/train/6/495.png,Shirt
fashion_mnist/train/3/496.png,Dress
fashion_mnist/train/9/497.png,Ankle boot
fashion_mnist/train/1/498.png,Trouser
fashion_mnist/train/6/499.png,Shirt
fashion_mnist/train/3/500.png,Dress
fashion_mnist/train/2/501.png,Pullover
fashion_mnist/train/6/502.png,Shirt
fashion_mnist/train/1/503.png,Trouser
fashion_mnist/train/0/504.png,T-shirt/top
fashion_mnist/train/2/505.png,Pullover
fashion_mnist/train/6/506.png,Shirt
fashion_mnist/train/2/507.png,Pullover
fashion_mnist/train/3/508.png,Dress
fashion_mnist/train/3/509.png,Dress
fashion_mnist/train/9/510.png,Ankle boot
fashion_mnist/train/1/511.png,Trouser
fashion_mnist/train/7/512.png,Sneaker
fashion_mnist/train/9/513.png,Ankle boot
fashion_mnist/train/1/514.png,Trouser
fashion_mnist/train/1/515.png,Trouser
fashion_mnist/train/0/516.png,T-shirt/top
fashion_mnist/train/1/517.png,Trouser
fashion_mnist/train/7/518.png,Sneaker
fashion_mnist/train/0/519.png,T-shirt/top
fashion_mnist/train/8/520.png,Bag
fashion_mnist/train/5/521.png,Sandal
fashion_mnist/train/0/522.png,T-shirt/top
fashion_mnist/train/6/523.png,Shirt
fashion_mnist/train/0/524.png,T-shirt/top
fashion_mnist/train/1/525.png,Trouser
fashion_mnist/train/6/526.png,Shirt
fashion_mnist/train/6/527.png,Shirt
fashion_mnist/train/8/528.png,Bag
fashion_mnist/train/7/529.png,Sneaker
fashion_mnist/train/0/530.png,T-shirt/top
fashion_mnist/train/9/531.png,Ankle boot
fashion_mnist/train/9/532.png,Ankle boot
fashion_mnist/train/9/533.png,Ankle boot
fashion_mnist/train/7/534.png,Sneaker
fashion_mnist/train/4/535.png,Coat
fashion_mnist/train/3/536.png,Dress
fashion_mnist/train/9/537.png,Ankle boot
fashion_mnist/train/5/538.png,Sandal
fashion_mnist/train/9/539.png,Ankle boot
fashion_mnist/train/1/540.png,Trouser
fashion_mnist/train/4/541.png,Coat
fashion_mnist/train/1/542.png,Trouser
fashion_mnist/train/6/543.png,Shirt
fashion_mnist/train/2/544.png,Pullover
fashion_mnist/train/2/545.png,Pullover
fashion_mnist/train/2/546.png,Pullover
fashion_mnist/train/7/547.png,Sneaker
fashion_mnist/train/7/548.png,Sneaker
fashion_mnist/train/6/549.png,Shirt
fashion_mnist/train/3/550.png,Dress
fashion_mnist/train/7/551.png,Sneaker
fashion_mnist/train/5/552.png,Sandal
fashion_mnist/train/8/553.png,Bag
fashion_mnist/train/6/554.png,Shirt
fashion_mnist/train/4/555.png,Coat
fashion_mnist/train/8/556.png,Bag
fashion_mnist/train/4/557.png,Coat
fashion_mnist/train/7/558.png,Sneaker
fashion_mnist/train/8/559.png,Bag
fashion_mnist/train/6/560.png,Shirt
fashion_mnist/train/5/561.png,Sandal
fashion_mnist/train/9/562.png,Ankle boot
fashion_mnist/train/9/563.png,Ankle boot
fashion_mnist/train/0/564.png,T-shirt/top
fashion_mnist/train/0/565.png,T-shirt/top
fashion_mnist/train/2/566.png,Pullover
fashion_mnist/train/4/567.png,Coat
fashion_mnist/train/3/568.png,Dress
fashion_mnist/train/7/569.png,Sneaker
fashion_mnist/train/9/570.png,Ankle boot
fashion_mnist/train/3/571.png,Dress
fashion_mnist/train/1/572.png,Trouser
fashion_mnist/train/9/573.png,Ankle boot
fashion_mnist/train/2/574.png,Pullover
fashion_mnist/train/7/575.png,Sneaker
fashion_mnist/train/5/576.png,Sandal
fashion_mnist/train/5/577.png,Sandal
fashion_mnist/train/4/578.png,Coat
fashion_mnist/train/8/579.png,Bag
fashion_mnist/train/2/580.png,Pullover
fashion_mnist/train/7/581.png,Sneaker
fashion_mnist/train/8/582.png,Bag
fashion_mnist/train/1/583.png,Trouser
fashion_mnist/train/2/584.png,Pullover
fashion_mnist/train/6/585.png,Shirt
fashion_mnist/train/6/586.png,Shirt
fashion_mnist/train/8/587.png,Bag
fashion_mnist/train/1/588.png,Trouser
fashion_mnist/train/9/589.png,Ankle boot
fashion_mnist/train/6/590.png,Shirt
fashion_mnist/train/0/591.png,T-shirt/top
fashion_mnist/train/0/592.png,T-shirt/top
fashion_mnist/train/5/593.png,Sandal
fashion_mnist/train/9/594.png,Ankle boot
fashion_mnist/train/3/595.png,Dress
fashion_mnist/train/3/596.png,Dress
fashion_mnist/train/7/597.png,Sneaker
fashion_mnist/train/6/598.png,Shirt
fashion_mnist/train/1/599.png,Trouser
fashion_mnist/train/0/600.png,T-shirt/top
fashion_mnist/train/0/601.png,T-shirt/top
fashion_mnist/train/6/602.png,Shirt
fashion_mnist/train/4/603.png,Coat
fashion_mnist/train/7/604.png,Sneaker
fashion_mnist/train/5/605.png,Sandal
fashion_mnist/train/9/606.png,Ankle boot
fashion_mnist/train/7/607.png,Sneaker
fashion_mnist/train/9/608.png,Ankle boot
fashion_mnist/train/3/609.png,Dress
fashion_mnist/train/8/610.png,Bag
fashion_mnist/train/8/611.png,Bag
fashion_mnist/train/4/612.png,Coat
fashion_mnist/train/8/613.png,Bag
fashion_mnist/train/5/614.png,Sandal
fashion_mnist/train/4/615.png,Coat
fashion_mnist/train/2/616.png,Pullover
fashion_mnist/train/2/617.png,Pullover
fashion_mnist/train/7/618.png,Sneaker
fashion_mnist/train/7/619.png,Sneaker
fashion_mnist/train/5/620.png,Sandal
fashion_mnist/train/8/621.png,Bag
fashion_mnist/train/4/622.png,Coat
fashion_mnist/train/6/623.png,Shirt
fashion_mnist/train/9/624.png,Ankle boot
fashion_mnist/train/4/625.png,Coat
fashion_mnist/train/3/626.png,Dress
fashion_mnist/train/7/627.png,Sneaker
fashion_mnist/train/8/628.png,Bag
fashion_mnist/train/7/629.png,Sneaker
fashion_mnist/train/8/630.png,Bag
fashion_mnist/train/3/631.png,Dress
fashion_mnist/train/7/632.png,Sneaker
fashion_mnist/train/8/633.png,Bag
fashion_mnist/train/4/634.png,Coat
fashion_mnist/train/7/635.png,Sneaker
fashion_mnist/train/7/636.png,Sneaker
fashion_mnist/train/2/637.png,Pullover
fashion_mnist/train/2/638.png,Pullover
fashion_mnist/train/0/639.png,T-shirt/top
fashion_mnist/train/0/640.png,T-shirt/top
fashion_mnist/train/0/641.png,T-shirt/top
fashion_mnist/train/3/642.png,Dress
fashion_mnist/train/9/643.png,Ankle boot
fashion_mnist/train/1/644.png,Trouser
fashion_mnist/train/0/645.png,T-shirt/top
fashion_mnist/train/9/646.png,Ankle boot
fashion_mnist/train/8/647.png,Bag
fashion_mnist/train/4/648.png,Coat
fashion_mnist/train/3/649.png,Dress
fashion_mnist/train/9/650.png,Ankle boot
fashion_mnist/train/9/651.png,Ankle boot
fashion_mnist/train/9/652.png,Ankle boot
fashion_mnist/train/8/653.png,Bag
fashion_mnist/train/8/654.png,Bag
fashion_mnist/train/5/655.png,Sandal
